figure_id,paper_id,field,category,page,image_path,figure_x1,figure_y1,figure_x2,figure_y2,caption_x1,caption_y1,caption_x2,caption_y2
FIG_00000180,2605.30329v1,ML,cs.LG,34,figures/ML/FIG_00000180.png,126.9,1025.05,1096.51,1288.28,105.46,1329.36,1118.67,1379.33
FIG_00000181,2605.30323v1,ML,cs.LG,11,figures/ML/FIG_00000181.png,347.32,113.2,875.09,476.85,342.18,503.17,882.71,527.44
FIG_00000182,2605.30352v1,CV,cs.CV,1,figures/CV/FIG_00000182.png,228.59,520.51,994.88,838.71,213.34,850.77,1010.46,1000.16
FIG_00000183,2605.30352v1,CV,cs.CV,3,figures/CV/FIG_00000183.png,230.57,141.26,988.65,342.04,213.07,350.13,1012.52,500.96
FIG_00000184,2605.30352v1,CV,cs.CV,5,figures/CV/FIG_00000184.png,229.21,141.81,989.62,402.46,213.7,408.51,1011.88,537.82
FIG_00000185,2605.30352v1,CV,cs.CV,8,figures/CV/FIG_00000185.png,219.43,142.14,997.38,511.95,213.8,519.63,1010.81,584.36
FIG_00000186,2605.30352v1,CV,cs.CV,8,figures/CV/FIG_00000186.png,213.96,601.7,1009.13,782.53,212.78,789.89,1011.2,896.27
FIG_00000187,2605.30352v1,CV,cs.CV,15,figures/CV/FIG_00000187.png,335.46,1114.97,884.69,1297.17,213.77,1317.63,1013.04,1362.71
FIG_00000188,2605.30352v1,CV,cs.CV,18,figures/CV/FIG_00000188.png,213.58,498.98,1008.52,864.89,213.46,873.17,1010.17,959.98
FIG_00000189,2605.30352v1,CV,cs.CV,19,figures/CV/FIG_00000189.png,213.34,141.4,1008.29,488.05,303.04,501.46,920.35,526.48
FIG_00000190,2605.30352v1,CV,cs.CV,23,figures/CV/FIG_00000190.png,215.1,421.76,1008.18,801.44,213.56,811.96,1010.11,876.09
FIG_00000191,2605.30352v1,CV,cs.CV,24,figures/CV/FIG_00000191.png,211.54,140.48,1009.21,500.48,213.65,509.12,1011.16,617.27
FIG_00000192,2605.30352v1,CV,cs.CV,24,figures/CV/FIG_00000192.png,214.3,630.11,1008.68,811.49,253.88,820.59,995.83,864.86
FIG_00000193,2605.30349v1,CV,cs.CV,1,figures/CV/FIG_00000193.png,218.34,506.84,1006.57,908.43,213.12,929.88,1011.73,1083.12
FIG_00000194,2605.30349v1,CV,cs.CV,3,figures/CV/FIG_00000194.png,217.13,145.17,1007.48,371.95,213.38,392.14,1010.47,523.62
FIG_00000195,2605.30349v1,CV,cs.CV,4,figures/CV/FIG_00000195.png,225.83,141.36,1000.05,535.98,212.85,555.21,1010.95,709.42
FIG_00000196,2605.30349v1,CV,cs.CV,8,figures/CV/FIG_00000196.png,622.05,847.66,1003.22,1081.84,611.06,1102.78,1012.56,1234.22
FIG_00000197,2605.30349v1,CV,cs.CV,9,figures/CV/FIG_00000197.png,617.38,561.64,1003.25,780.69,609.76,805.01,1013.16,917.04
FIG_00000198,2605.30349v1,CV,cs.CV,15,figures/CV/FIG_00000198.png,280.69,478.25,941.97,1006.1,212.5,1029.32,1011.42,1096.94
FIG_00000199,2605.30347v1,CV,cs.CV,1,figures/CV/FIG_00000199.png,79.84,281.06,1090.08,1038.2,97.3,1044.16,1092.54,1132.53
FIG_00000200,2605.30347v1,CV,cs.CV,3,figures/CV/FIG_00000200.png,595.41,103.63,1090.87,327.08,97.72,336.32,1093.79,468.17
FIG_00000201,2605.30347v1,CV,cs.CV,3,figures/CV/FIG_00000201.png,101.46,104.51,583.95,304.18,108.9,310.46,577.72,327.83
FIG_00000202,2605.30347v1,CV,cs.CV,3,figures/CV/FIG_00000202.png,100.93,102.31,1092.09,330.58,97.72,336.32,1093.79,468.17
FIG_00000203,2605.30347v1,CV,cs.CV,4,figures/CV/FIG_00000203.png,151.34,102.95,1037.45,418.04,96.85,425.63,1092.63,513.46
FIG_00000204,2605.30347v1,CV,cs.CV,5,figures/CV/FIG_00000204.png,116.29,142.53,550.02,390.35,99.0,397.67,574.93,550.36
FIG_00000205,2605.30347v1,CV,cs.CV,7,figures/CV/FIG_00000205.png,195.63,100.81,989.94,532.58,97.17,538.41,1092.21,604.73
FIG_00000206,2605.30347v1,CV,cs.CV,7,figures/CV/FIG_00000206.png,167.08,615.58,1009.12,1260.39,95.9,1268.95,1092.9,1314.48
FIG_00000207,2605.30347v1,CV,cs.CV,8,figures/CV/FIG_00000207.png,636.38,445.32,1066.83,567.91,615.33,572.61,1092.32,636.64
FIG_00000208,2605.30347v1,CV,cs.CV,8,figures/CV/FIG_00000208.png,631.71,142.07,1065.41,339.6,615.76,345.91,1092.12,432.58
FIG_00000209,2605.30347v1,CV,cs.CV,8,figures/CV/FIG_00000209.png,145.31,663.71,522.03,811.5,98.8,817.55,574.29,860.79
FIG_00000210,2605.30346v1,CV,cs.CV,1,figures/CV/FIG_00000210.png,157.22,784.7,1057.3,1244.94,139.18,1250.36,1086.39,1426.23
FIG_00000211,2605.30346v1,CV,cs.CV,1,figures/CV/FIG_00000211.png,953.21,644.02,1043.7,737.0,139.18,1250.36,1086.39,1426.23
FIG_00000212,2605.30346v1,CV,cs.CV,2,figures/CV/FIG_00000212.png,145.01,125.64,1080.07,502.59,139.71,522.28,1084.98,654.33
FIG_00000213,2605.30346v1,CV,cs.CV,5,figures/CV/FIG_00000213.png,145.69,136.17,1072.67,643.99,139.24,674.41,1085.56,874.12
FIG_00000214,2605.30346v1,CV,cs.CV,5,figures/CV/FIG_00000214.png,145.74,136.34,1071.34,643.77,139.24,674.41,1085.56,874.12
FIG_00000215,2605.30346v1,CV,cs.CV,7,figures/CV/FIG_00000215.png,184.97,642.19,511.97,843.0,139.92,917.02,1084.88,1028.92
FIG_00000216,2605.30346v1,CV,cs.CV,7,figures/CV/FIG_00000216.png,145.06,132.58,1079.2,480.63,140.04,509.69,1086.61,621.33
FIG_00000217,2605.30346v1,CV,cs.CV,7,figures/CV/FIG_00000217.png,705.9,644.53,1041.29,841.26,758.83,854.15,990.26,875.78
FIG_00000218,2605.30346v1,CV,cs.CV,8,figures/CV/FIG_00000218.png,140.8,125.27,1061.81,662.22,139.17,681.95,1086.45,749.53
FIG_00000219,2605.30346v1,CV,cs.CV,9,figures/CV/FIG_00000219.png,148.48,130.42,1079.48,412.51,137.76,436.44,1084.63,482.66
FIG_00000220,2605.30346v1,CV,cs.CV,12,figures/CV/FIG_00000220.png,258.83,542.0,965.91,1123.59,138.6,1146.77,1082.1,1247.46
FIG_00000221,2605.30346v1,CV,cs.CV,17,figures/CV/FIG_00000221.png,143.2,126.67,1078.07,329.81,139.52,350.71,1084.03,394.92
FIG_00000222,2605.30346v1,CV,cs.CV,20,figures/CV/FIG_00000222.png,147.1,125.09,1076.41,436.2,140.69,463.62,1083.0,529.79
FIG_00000223,2605.30346v1,CV,cs.CV,21,figures/CV/FIG_00000223.png,139.77,164.32,1005.62,1027.87,140.62,1046.15,1085.14,1135.02
FIG_00000224,2605.30346v1,CV,cs.CV,24,figures/CV/FIG_00000224.png,144.21,128.5,1079.51,435.56,138.95,457.4,1086.04,524.39
FIG_00000225,2605.30342v1,CV,cs.CV,1,figures/CV/FIG_00000225.png,681.82,431.12,1058.54,702.68,632.78,714.05,1109.31,822.67
FIG_00000226,2605.30342v1,CV,cs.CV,2,figures/CV/FIG_00000226.png,138.91,117.65,1081.06,315.05,115.13,321.07,1109.24,408.27
FIG_00000227,2605.30342v1,CV,cs.CV,4,figures/CV/FIG_00000227.png,678.08,141.52,1060.71,593.62,632.85,596.69,1109.61,728.27
FIG_00000228,2605.30342v1,CV,cs.CV,4,figures/CV/FIG_00000228.png,678.43,141.55,1060.76,593.73,632.85,596.69,1109.61,728.27
FIG_00000229,2605.30342v1,CV,cs.CV,8,figures/CV/FIG_00000229.png,633.97,932.09,1106.47,1092.11,632.46,1096.26,1109.27,1248.73
FIG_00000230,2605.30342v1,CV,cs.CV,8,figures/CV/FIG_00000230.png,632.13,478.16,1109.29,843.53,633.19,846.41,1108.94,930.52
FIG_00000231,2605.30342v1,CV,cs.CV,8,figures/CV/FIG_00000231.png,634.19,137.7,1108.95,389.6,633.0,390.56,1109.59,476.91
FIG_00000232,2605.30342v1,CV,cs.CV,15,figures/CV/FIG_00000232.png,112.1,153.05,1109.05,447.93,113.75,469.91,1110.67,602.57
FIG_00000233,2605.30342v1,CV,cs.CV,26,figures/CV/FIG_00000233.png,112.45,374.61,1107.31,1014.64,114.45,1030.77,1110.85,1184.75
FIG_00000234,2605.30342v1,CV,cs.CV,27,figures/CV/FIG_00000234.png,112.75,422.85,1108.19,964.85,113.73,980.73,1110.76,1136.4
FIG_00000235,2605.30339v1,CV,cs.CV,1,figures/CV/FIG_00000235.png,112.79,460.29,1109.97,744.15,114.53,762.56,1109.78,850.57
FIG_00000236,2605.30339v1,CV,cs.CV,4,figures/CV/FIG_00000236.png,116.03,141.45,1109.56,557.84,114.71,576.33,1110.88,685.99
FIG_00000237,2605.30339v1,CV,cs.CV,13,figures/CV/FIG_00000237.png,630.55,154.62,1106.53,797.86,632.73,815.53,1109.31,968.03
FIG_00000238,2605.30339v1,CV,cs.CV,14,figures/CV/FIG_00000238.png,629.0,506.42,1109.59,875.23,631.88,891.55,1109.79,957.59
FIG_00000239,2605.30339v1,CV,cs.CV,14,figures/CV/FIG_00000239.png,629.44,141.25,1108.36,422.4,630.86,439.43,1108.83,484.35
FIG_00000240,2605.30339v1,CV,cs.CV,14,figures/CV/FIG_00000240.png,114.6,160.88,589.99,621.48,115.21,636.96,592.37,769.85
FIG_00000241,2605.30339v1,CV,cs.CV,16,figures/CV/FIG_00000241.png,631.94,551.03,1108.69,888.48,631.58,905.46,1107.26,948.39
FIG_00000242,2605.30339v1,CV,cs.CV,16,figures/CV/FIG_00000242.png,631.5,967.13,1109.9,1307.1,630.72,1323.13,1108.8,1367.14
FIG_00000243,2605.30339v1,CV,cs.CV,16,figures/CV/FIG_00000243.png,114.51,138.95,1110.53,433.47,113.78,449.2,1110.33,515.64
FIG_00000244,2605.30339v1,CV,cs.CV,17,figures/CV/FIG_00000244.png,112.93,149.6,590.71,477.87,113.8,494.06,591.85,537.64
FIG_00000245,2605.30339v1,CV,cs.CV,22,figures/CV/FIG_00000245.png,117.76,1011.57,508.43,1232.46,113.43,1341.86,1108.54,1364.75
FIG_00000246,2605.30339v1,CV,cs.CV,22,figures/CV/FIG_00000246.png,117.26,238.95,507.12,856.6,113.43,1341.86,1108.54,1364.75
FIG_00000247,2605.30338v1,CV,cs.CV,1,figures/CV/FIG_00000247.png,118.28,410.72,1103.27,680.91,114.28,707.39,1109.11,793.74
FIG_00000248,2605.30338v1,CV,cs.CV,4,figures/CV/FIG_00000248.png,126.55,147.97,1102.52,466.74,114.94,477.13,1110.34,609.47
FIG_00000249,2605.30338v1,CV,cs.CV,7,figures/CV/FIG_00000249.png,160.42,138.59,1057.79,708.12,114.36,716.58,1109.03,763.18
FIG_00000250,2605.30338v1,CV,cs.CV,7,figures/CV/FIG_00000250.png,215.07,784.81,1018.69,908.13,113.7,928.33,1108.92,971.72
FIG_00000251,2605.30338v1,CV,cs.CV,8,figures/CV/FIG_00000251.png,120.73,321.36,588.36,445.32,114.81,454.06,591.34,519.16
FIG_00000252,2605.30338v1,CV,cs.CV,9,figures/CV/FIG_00000252.png,148.47,148.84,1051.65,1288.18,114.5,1305.38,1110.97,1372.25
FIG_00000253,2605.30338v1,CV,cs.CV,10,figures/CV/FIG_00000253.png,148.47,147.94,1054.72,1286.27,114.07,1305.11,1111.03,1372.25
FIG_00000254,2605.30338v1,CV,cs.CV,14,figures/CV/FIG_00000254.png,120.05,1065.96,585.61,1197.23,115.46,1214.04,591.58,1278.34
FIG_00000255,2605.30338v1,CV,cs.CV,16,figures/CV/FIG_00000255.png,279.77,140.71,941.31,408.2,113.83,430.04,1109.94,496.9
FIG_00000256,2605.30338v1,CV,cs.CV,16,figures/CV/FIG_00000256.png,642.19,538.1,1101.25,766.65,632.92,791.76,1108.96,879.52
FIG_00000257,2605.30338v1,CV,cs.CV,18,figures/CV/FIG_00000257.png,155.98,144.06,1033.31,817.13,114.9,835.95,1110.23,880.71
FIG_00000258,2605.30338v1,CV,cs.CV,18,figures/CV/FIG_00000258.png,135.06,913.11,1085.45,1180.93,114.8,1189.73,1110.05,1255.49
FIG_00000259,2605.30338v1,CV,cs.CV,19,figures/CV/FIG_00000259.png,160.52,142.05,1043.44,667.91,115.19,673.43,1110.47,782.47
FIG_00000260,2605.30338v1,CV,cs.CV,21,figures/CV/FIG_00000260.png,162.45,197.96,1036.93,1281.26,114.39,1303.07,1111.37,1392.48
FIG_00000261,2605.30338v1,CV,cs.CV,22,figures/CV/FIG_00000261.png,156.88,194.98,1046.43,1311.74,113.12,1325.85,1110.87,1393.38
FIG_00000262,2605.30338v1,CV,cs.CV,23,figures/CV/FIG_00000262.png,151.76,179.76,1046.88,1296.69,113.97,1315.12,1111.07,1404.38
FIG_00000263,2605.30338v1,CV,cs.CV,24,figures/CV/FIG_00000263.png,157.35,193.61,1047.22,1313.7,113.3,1326.15,1111.44,1393.66
FIG_00000264,2605.30332v1,CV,cs.CV,2,figures/CV/FIG_00000264.png,210.26,138.63,998.84,542.06,213.32,573.57,1011.29,683.68
FIG_00000265,2605.30332v1,CV,cs.CV,4,figures/CV/FIG_00000265.png,659.65,792.76,997.09,998.27,648.78,1011.57,1013.62,1122.62
FIG_00000266,2605.30332v1,CV,cs.CV,5,figures/CV/FIG_00000266.png,733.24,357.34,1005.17,586.33,728.68,601.0,1010.04,647.05
FIG_00000267,2605.30332v1,CV,cs.CV,6,figures/CV/FIG_00000267.png,244.75,146.18,974.87,456.27,212.91,473.32,1011.29,628.91
FIG_00000268,2605.30332v1,CV,cs.CV,7,figures/CV/FIG_00000268.png,230.37,146.02,985.41,404.66,213.25,410.38,1011.44,564.71
FIG_00000269,2605.30332v1,CV,cs.CV,9,figures/CV/FIG_00000269.png,694.14,872.12,1004.07,1105.01,688.73,1118.61,1009.89,1162.76
FIG_00000270,2605.30332v1,CV,cs.CV,30,figures/CV/FIG_00000270.png,211.38,350.15,1008.31,1150.51,211.71,1176.69,1011.04,1222.65
FIG_00000271,2605.30332v1,CV,cs.CV,31,figures/CV/FIG_00000271.png,211.1,345.78,1008.23,1150.31,211.75,1176.7,1011.14,1222.64
FIG_00000272,2605.30326v1,ROBOTICS,cs.RO,2,figures/ROBOTICS/FIG_00000272.png,218.52,145.58,1007.73,416.94,213.56,432.93,1011.19,587.33
FIG_00000273,2605.30326v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000273.png,217.33,146.32,1002.22,589.44,213.06,602.42,1010.38,755.62
FIG_00000274,2605.30326v1,ROBOTICS,cs.RO,5,figures/ROBOTICS/FIG_00000274.png,610.91,489.51,1006.45,641.45,614.55,649.01,1003.85,670.99
FIG_00000275,2605.30326v1,ROBOTICS,cs.RO,6,figures/ROBOTICS/FIG_00000275.png,217.38,143.31,1008.02,447.9,215.63,462.16,1010.97,527.26
FIG_00000276,2605.30326v1,ROBOTICS,cs.RO,7,figures/ROBOTICS/FIG_00000276.png,215.45,142.42,1007.32,461.73,254.08,472.58,995.67,495.84
FIG_00000277,2605.30326v1,ROBOTICS,cs.RO,7,figures/ROBOTICS/FIG_00000277.png,226.47,507.29,1003.8,685.51,213.54,696.99,1011.0,764.7
FIG_00000278,2605.30326v1,ROBOTICS,cs.RO,7,figures/ROBOTICS/FIG_00000278.png,227.11,508.12,727.64,684.51,213.54,696.99,1011.0,764.7
FIG_00000279,2605.30326v1,ROBOTICS,cs.RO,9,figures/ROBOTICS/FIG_00000279.png,692.46,164.08,1004.94,369.11,688.57,382.58,1010.71,450.11
FIG_00000280,2605.30326v1,ROBOTICS,cs.RO,13,figures/ROBOTICS/FIG_00000280.png,215.15,140.41,1010.08,425.97,364.45,435.76,858.41,458.63
FIG_00000281,2605.30326v1,ROBOTICS,cs.RO,17,figures/ROBOTICS/FIG_00000281.png,214.93,439.91,1007.43,818.69,212.74,831.61,1011.2,921.23
FIG_00000282,2605.30313v1,ROBOTICS,cs.RO,1,figures/ROBOTICS/FIG_00000282.png,222.88,600.43,999.96,907.2,253.98,917.76,995.82,959.14
FIG_00000283,2605.30313v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000283.png,245.94,154.06,997.18,411.36,212.61,428.82,1009.93,471.19
FIG_00000284,2605.30313v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000284.png,612.33,1103.11,1009.06,1293.33,633.68,1305.53,983.87,1327.25
FIG_00000285,2605.30313v1,ROBOTICS,cs.RO,6,figures/ROBOTICS/FIG_00000285.png,215.94,142.74,1008.75,360.87,253.88,375.35,995.84,416.2
FIG_00000286,2605.30313v1,ROBOTICS,cs.RO,6,figures/ROBOTICS/FIG_00000286.png,221.59,422.94,1003.76,572.3,330.84,587.75,892.86,608.56
FIG_00000287,2605.30313v1,ROBOTICS,cs.RO,7,figures/ROBOTICS/FIG_00000287.png,215.55,463.63,1008.11,796.13,375.16,808.62,852.93,828.83
FIG_00000288,2605.30313v1,ROBOTICS,cs.RO,7,figures/ROBOTICS/FIG_00000288.png,248.84,140.67,988.19,397.97,213.87,409.04,1010.8,450.39
FIG_00000289,2605.30313v1,ROBOTICS,cs.RO,8,figures/ROBOTICS/FIG_00000289.png,222.63,144.18,1002.39,339.27,211.98,350.47,1011.23,391.96
FIG_00000290,2605.30313v1,ROBOTICS,cs.RO,13,figures/ROBOTICS/FIG_00000290.png,224.93,657.98,1003.13,1089.81,212.52,1122.07,1011.04,1184.62
FIG_00000291,2605.30313v1,ROBOTICS,cs.RO,13,figures/ROBOTICS/FIG_00000291.png,276.21,143.54,945.31,521.43,212.91,535.17,1011.38,617.73
FIG_00000292,2605.30313v1,ROBOTICS,cs.RO,15,figures/ROBOTICS/FIG_00000292.png,225.07,149.97,997.73,527.3,213.35,541.35,1010.72,624.0
FIG_00000293,2605.30313v1,ROBOTICS,cs.RO,15,figures/ROBOTICS/FIG_00000293.png,224.58,672.53,1001.63,975.35,213.45,994.63,1010.69,1096.16
FIG_00000294,2605.30282v1,ROBOTICS,cs.RO,2,figures/ROBOTICS/FIG_00000294.png,144.24,124.69,1079.98,778.69,141.2,796.25,939.77,818.93
FIG_00000295,2605.30282v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000295.png,144.69,128.06,1079.52,601.1,139.12,623.79,1085.43,778.24
FIG_00000296,2605.30282v1,ROBOTICS,cs.RO,8,figures/ROBOTICS/FIG_00000296.png,147.36,121.6,1075.23,768.16,140.1,789.46,1086.01,876.78
FIG_00000297,2605.30282v1,ROBOTICS,cs.RO,9,figures/ROBOTICS/FIG_00000297.png,143.97,131.45,1082.88,363.98,139.44,383.06,1084.51,449.7
FIG_00000298,2605.30282v1,ROBOTICS,cs.RO,10,figures/ROBOTICS/FIG_00000298.png,146.07,129.22,1075.27,392.63,140.01,411.94,1083.13,456.78
FIG_00000299,2605.30280v1,ROBOTICS,cs.RO,1,figures/ROBOTICS/FIG_00000299.png,187.06,1058.99,1003.64,1457.37,142.33,1476.3,1055.2,1523.63
FIG_00000300,2605.30280v1,ROBOTICS,cs.RO,6,figures/ROBOTICS/FIG_00000300.png,140.97,139.76,1046.73,461.02,139.56,475.73,1051.28,567.64
FIG_00000301,2605.30280v1,ROBOTICS,cs.RO,11,figures/ROBOTICS/FIG_00000301.png,167.03,160.3,1024.09,733.29,139.78,801.05,1051.76,913.01
FIG_00000302,2605.30280v1,ROBOTICS,cs.RO,17,figures/ROBOTICS/FIG_00000302.png,140.39,136.68,1044.42,662.32,214.73,685.12,972.41,708.42
FIG_00000303,2605.30280v1,ROBOTICS,cs.RO,21,figures/ROBOTICS/FIG_00000303.png,141.16,194.41,1048.7,709.26,139.91,725.61,1050.89,881.67
FIG_00000304,2605.30280v1,ROBOTICS,cs.RO,22,figures/ROBOTICS/FIG_00000304.png,143.17,142.99,1047.08,437.17,140.2,456.21,1051.08,656.5
FIG_00000305,2605.30280v1,ROBOTICS,cs.RO,22,figures/ROBOTICS/FIG_00000305.png,144.36,150.23,503.69,436.82,140.2,456.21,1051.08,656.5
FIG_00000306,2605.30280v1,ROBOTICS,cs.RO,24,figures/ROBOTICS/FIG_00000306.png,144.26,140.01,1046.05,422.54,138.96,443.86,1052.5,645.85
FIG_00000307,2605.30226v1,ROBOTICS,cs.RO,2,figures/ROBOTICS/FIG_00000307.png,222.7,146.59,1002.23,407.68,213.22,427.72,1010.38,516.23
FIG_00000308,2605.30226v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000308.png,222.14,242.92,1001.28,611.96,213.55,623.87,1009.96,865.45
FIG_00000309,2605.30226v1,ROBOTICS,cs.RO,8,figures/ROBOTICS/FIG_00000309.png,212.95,139.78,1011.74,395.13,212.63,404.76,1010.92,492.71
FIG_00000310,2605.30226v1,ROBOTICS,cs.RO,13,figures/ROBOTICS/FIG_00000310.png,214.26,462.63,1008.96,831.92,213.18,843.11,1010.83,953.72
FIG_00000311,2605.30226v1,ROBOTICS,cs.RO,14,figures/ROBOTICS/FIG_00000311.png,226.54,204.71,995.98,591.22,213.42,618.24,1010.51,706.06
FIG_00000312,2605.30226v1,ROBOTICS,cs.RO,14,figures/ROBOTICS/FIG_00000312.png,246.27,817.6,975.26,1311.94,211.88,1323.29,1011.44,1389.98
FIG_00000313,2605.30226v1,ROBOTICS,cs.RO,16,figures/ROBOTICS/FIG_00000313.png,297.91,379.52,926.26,628.87,212.75,650.39,1011.75,762.44
FIG_00000314,2605.30226v1,ROBOTICS,cs.RO,17,figures/ROBOTICS/FIG_00000314.png,218.14,394.45,1005.21,1219.18,213.13,1252.8,1010.44,1342.26
FIG_00000315,2605.30226v1,ROBOTICS,cs.RO,18,figures/ROBOTICS/FIG_00000315.png,216.62,316.99,1006.4,1156.09,213.32,1172.5,1010.37,1262.09
FIG_00000316,2605.30226v1,ROBOTICS,cs.RO,19,figures/ROBOTICS/FIG_00000316.png,221.22,304.68,1005.04,638.63,211.97,652.83,1011.9,743.56
FIG_00000317,2605.30056v1,ROBOTICS,cs.RO,2,figures/ROBOTICS/FIG_00000317.png,161.09,137.9,1024.34,593.8,107.7,611.14,1084.93,654.15
FIG_00000318,2605.30056v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000318.png,613.61,1034.1,1079.26,1225.1,612.67,1241.06,1086.04,1361.31
FIG_00000319,2605.30056v1,ROBOTICS,cs.RO,7,figures/ROBOTICS/FIG_00000319.png,115.41,138.36,1057.06,644.57,109.72,662.56,1083.49,705.31
FIG_00000320,2605.30056v1,ROBOTICS,cs.RO,9,figures/ROBOTICS/FIG_00000320.png,113.01,452.39,1081.89,662.1,328.3,674.5,1070.12,716.21
FIG_00000321,2605.30056v1,ROBOTICS,cs.RO,9,figures/ROBOTICS/FIG_00000321.png,109.09,131.83,1083.11,375.66,109.12,387.02,1082.93,427.49
FIG_00000322,2605.30056v1,ROBOTICS,cs.RO,15,figures/ROBOTICS/FIG_00000322.png,376.9,133.15,817.58,718.64,258.73,729.07,932.75,752.12
FIG_00000323,2605.30056v1,ROBOTICS,cs.RO,17,figures/ROBOTICS/FIG_00000323.png,114.04,682.01,1077.56,1009.32,416.3,1021.47,776.85,1044.12
FIG_00000324,2605.30056v1,ROBOTICS,cs.RO,17,figures/ROBOTICS/FIG_00000324.png,111.63,1139.16,1084.59,1355.31,384.26,1366.0,807.24,1387.63
FIG_00000325,2605.30056v1,ROBOTICS,cs.RO,18,figures/ROBOTICS/FIG_00000325.png,256.85,469.16,828.1,859.29,108.08,876.18,1086.34,958.9
FIG_00000326,2605.29973v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000326.png,154.41,100.89,1063.28,262.99,486.97,283.75,736.15,303.13
FIG_00000327,2605.29973v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000327.png,647.3,313.56,1092.32,443.42,624.5,463.53,1116.41,500.7
FIG_00000328,2605.29973v1,ROBOTICS,cs.RO,5,figures/ROBOTICS/FIG_00000328.png,140.75,96.83,552.66,250.48,210.12,271.5,496.02,291.24
FIG_00000329,2605.29973v1,ROBOTICS,cs.RO,6,figures/ROBOTICS/FIG_00000329.png,179.53,98.88,1040.78,422.23,268.44,441.48,954.22,461.04
FIG_00000330,2605.29973v1,ROBOTICS,cs.RO,7,figures/ROBOTICS/FIG_00000330.png,625.11,98.23,1114.85,205.25,669.45,225.51,1070.43,245.55
FIG_00000331,2605.29937v1,ROBOTICS,cs.RO,4,figures/ROBOTICS/FIG_00000331.png,612.21,134.86,1069.07,359.56,612.84,368.78,1086.05,510.43
FIG_00000332,2605.29937v1,ROBOTICS,cs.RO,6,figures/ROBOTICS/FIG_00000332.png,613.45,431.28,1081.89,569.23,612.24,582.68,1084.55,624.97
FIG_00000333,2605.29937v1,ROBOTICS,cs.RO,6,figures/ROBOTICS/FIG_00000333.png,612.89,133.24,1081.91,366.94,718.75,377.05,976.9,398.39
FIG_00000334,2605.29937v1,ROBOTICS,cs.RO,8,figures/ROBOTICS/FIG_00000334.png,615.45,132.33,1082.48,468.54,612.84,479.12,1085.82,598.63
FIG_00000335,2605.29937v1,ROBOTICS,cs.RO,9,figures/ROBOTICS/FIG_00000335.png,109.86,131.41,579.19,358.04,108.7,370.19,580.78,431.38
FIG_00000336,2605.29937v1,ROBOTICS,cs.RO,15,figures/ROBOTICS/FIG_00000336.png,211.58,1140.6,984.55,1387.63,326.99,1407.68,866.68,1429.91
FIG_00000337,2605.29937v1,ROBOTICS,cs.RO,16,figures/ROBOTICS/FIG_00000337.png,112.62,959.48,1078.96,1342.94,310.59,1358.03,882.64,1379.98
FIG_00000338,2605.29937v1,ROBOTICS,cs.RO,16,figures/ROBOTICS/FIG_00000338.png,145.68,181.46,1045.26,391.15,108.27,402.09,1088.6,465.19
FIG_00000339,2605.29937v1,ROBOTICS,cs.RO,16,figures/ROBOTICS/FIG_00000339.png,120.92,579.03,1071.06,745.75,108.25,757.65,1085.67,839.98
FIG_00000340,2605.29937v1,ROBOTICS,cs.RO,16,figures/ROBOTICS/FIG_00000340.png,121.39,578.96,1071.3,745.62,108.25,757.65,1085.67,839.98
FIG_00000341,2605.29937v1,ROBOTICS,cs.RO,18,figures/ROBOTICS/FIG_00000341.png,143.47,131.68,1053.42,447.44,108.22,461.39,1088.07,524.7
FIG_00000342,2605.29937v1,ROBOTICS,cs.RO,19,figures/ROBOTICS/FIG_00000342.png,109.44,131.25,1085.31,568.33,390.82,578.76,800.14,601.69
FIG_00000343,2605.30269v1,IMAGING,eess.IV,2,figures/IMAGING/FIG_00000343.png,116.26,145.61,580.39,416.53,106.27,437.03,598.51,532.99
FIG_00000344,2605.30269v1,IMAGING,eess.IV,2,figures/IMAGING/FIG_00000344.png,646.13,143.87,1099.4,364.51,628.34,379.29,1120.12,525.97
FIG_00000345,2605.29942v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00000345.png,165.67,148.6,1023.47,812.44,154.93,835.58,1034.98,1001.98
FIG_00000346,2605.29942v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00000346.png,157.35,738.94,1024.15,1401.79,154.79,1432.53,1027.68,1527.83
FIG_00000347,2605.29942v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00000347.png,171.14,808.12,1024.57,1403.42,169.49,1430.66,1027.79,1525.75
FIG_00000348,2605.29942v1,IMAGING,eess.IV,7,figures/IMAGING/FIG_00000348.png,163.49,745.24,1027.16,1407.76,157.77,1436.48,1033.12,1531.89
FIG_00000349,2605.29942v1,IMAGING,eess.IV,9,figures/IMAGING/FIG_00000349.png,171.89,187.57,1036.71,740.73,165.23,771.82,1045.39,843.65
